sample_id,model,language,mean_sim
184,water,en,0.9999998807907104
190,earth,en,0.8954704999923706
190,fire,en,0.8714112043380737
190,global,en,0.8635166883468628
190,water,en,0.9047845005989075
193,earth,ru,0.9122031927108765
193,fire,ru,0.9199215769767761
193,global,ru,0.9549127817153931
193,water,ru,0.8993633389472961
197,earth,ar,0.88249272108078
197,fire,ar,0.8296907544136047
197,global,ar,0.7366909980773926
197,water,ar,0.891053318977356
199,earth,zh,0.9602530598640442
199,fire,zh,0.9546871185302734
199,global,zh,0.7430511713027954
199,water,zh,0.9796493649482727
204,earth,th,0.757505476474762
204,fire,th,0.7320001721382141
204,global,th,0.93559330701828
204,water,th,0.8048818707466125
222,earth,de,0.9353863596916199
222,fire,de,0.9709039926528931
222,global,de,0.9787701368331909
222,water,de,0.9297441244125366
229,earth,en,1.000000238418579
229,fire,en,0.9626943469047546
229,global,en,0.9705854654312134
229,water,en,0.9655393362045288
233,earth,de,0.7326346635818481
233,fire,de,0.7145454287528992
233,global,de,0.8132759928703308
233,water,de,0.6705801486968994
234,earth,ar,0.97020423412323
234,fire,ar,0.9677797555923462
234,global,ar,0.9579588174819946
234,water,ar,0.9815961122512817
236,earth,zh,0.8644210696220398
236,fire,zh,0.8573616743087769
236,global,zh,0.9257117509841919
236,water,zh,0.8725398778915405
244,earth,en,1.0
244,global,en,1.0
244,water,en,1.0
245,earth,ru,1.0000001192092896
245,earth,zh,1.0000001192092896
245,fire,ru,1.0000001192092896
245,fire,zh,0.9831468462944031
245,global,ru,1.0000001192092896
245,global,zh,0.967969536781311
245,water,ru,1.0000001192092896
245,water,zh,0.9786556363105774
253,earth,ar,0.921188235282898
253,fire,ar,0.8088264465332031
253,global,ar,0.9395917654037476
253,water,ar,0.808831512928009
256,earth,en,0.9851807355880737
256,fire,en,0.9625928997993469
256,global,en,0.9742298126220703
256,water,en,0.9639527201652527
258,earth,en,0.8790737986564636
258,fire,en,0.8912917375564575
258,global,en,1.0
258,water,en,0.9063212275505066
263,earth,de,0.9849945306777954
263,fire,de,0.6664162874221802
263,global,de,0.9477790594100952
263,water,de,0.9830602407455444
273,earth,ru,0.7549378871917725
273,fire,ru,0.7692891955375671
273,global,ru,0.7352778315544128
273,water,ru,0.7031005620956421
275,earth,th,0.9729574918746948
275,fire,th,0.9944648742675781
275,global,th,1.0000001192092896
275,water,th,0.9812184572219849
276,earth,en,1.0
276,earth,th,0.7584081888198853
276,fire,en,0.9003157615661621
276,fire,th,0.7574114799499512
276,global,en,0.8472455143928528
276,global,th,0.7603574991226196
276,water,en,0.8648775815963745
276,water,th,0.7224925756454468
284,earth,ar,0.8085740804672241
284,fire,ar,0.7826982140541077
284,global,ar,0.717869222164154
284,water,ar,0.706450343132019
295,earth,en,0.7572311162948608
295,fire,en,0.7774592041969299
295,global,en,0.8928589820861816
295,water,en,0.6508046388626099
296,earth,zh,0.8917317390441895
296,fire,zh,0.9787866473197937
296,global,zh,0.9632368087768555
296,water,zh,0.9605392217636108
298,earth,ar,0.8644506335258484
298,fire,ar,0.8338095545768738
298,global,ar,0.7207339406013489
298,water,ar,0.8761714696884155
301,earth,ar,0.7932388186454773
301,fire,ar,0.8186699748039246
301,global,ar,0.7682927846908569
301,water,ar,0.7613779902458191
303,earth,ar,0.7328410744667053
303,fire,ar,0.6983205080032349
303,global,ar,0.573345959186554
303,water,ar,0.72624671459198
309,earth,ru,0.7537801861763
309,fire,ru,0.8162933588027954
309,global,ru,0.9131301641464233
309,water,ru,0.7332406044006348
310,earth,zh,0.8242514729499817
310,fire,zh,0.7774001359939575
310,global,zh,0.6679984927177429
310,water,zh,0.7710594534873962
315,earth,th,0.8288072347640991
315,fire,th,0.8304386138916016
315,global,th,0.9999998807907104
315,water,th,0.9410271644592285
340,earth,th,0.6701952219009399
340,fire,th,0.6407703161239624
340,global,th,0.6823335886001587
340,water,th,0.6780462861061096
341,earth,de,0.9339650273323059
341,fire,de,0.9625756144523621
341,global,de,0.9620324969291687
341,water,de,0.9276275634765625
349,earth,th,0.8870819807052612
349,fire,th,0.9249464273452759
349,global,th,0.9199396967887878
349,water,th,0.9108840823173523
352,earth,th,0.8817609548568726
352,fire,th,0.9576131105422974
352,global,th,0.9620461463928223
352,water,th,0.9514776468276978
353,earth,zh,0.9556097984313965
353,fire,zh,0.9999998807907104
353,global,zh,0.9413033723831177
353,water,zh,0.9334148168563843
364,earth,de,0.8500359654426575
364,fire,de,0.7586046457290649
364,global,de,0.8780993223190308
364,water,de,0.7896484136581421
368,earth,de,0.9501407742500305
368,fire,de,0.9651807546615601
368,global,de,0.8814334869384766
368,water,de,0.9837955236434937
373,earth,th,0.839404284954071
373,fire,th,0.6731237173080444
373,global,th,0.8231086730957031
373,water,th,0.8007681965827942
377,earth,de,0.9021771550178528
377,fire,de,0.9357088208198547
377,global,de,0.9541789889335632
377,water,de,0.9118785858154297
378,earth,de,0.9127569198608398
378,earth,ru,0.8863681554794312
378,fire,de,0.907960057258606
378,fire,ru,0.8934041857719421
378,global,de,0.8689931035041809
378,global,ru,1.0
378,water,de,0.9350963830947876
378,water,ru,0.8750625848770142
381,earth,en,0.9875569343566895
381,earth,ru,0.6593382954597473
381,fire,en,0.8283185958862305
381,fire,ru,0.5810450315475464
381,global,en,0.6129127740859985
381,global,ru,0.5709202885627747
381,water,en,0.9206117391586304
381,water,ru,0.7292194366455078
389,earth,en,1.0
389,fire,en,1.0
389,global,en,0.8132049441337585
389,water,en,1.0
396,earth,de,0.9782290458679199
396,fire,de,0.9630754590034485
396,global,de,0.7942641973495483
396,water,de,0.9908727407455444
411,earth,ar,0.7097988724708557
411,earth,zh,0.666601836681366
411,fire,ar,0.8478801846504211
411,fire,zh,0.5889898538589478
411,global,ar,0.8825091123580933
411,global,zh,0.7410236597061157
411,water,ar,0.6805219650268555
411,water,zh,0.6584608554840088
413,earth,th,0.883686363697052
413,fire,th,0.9125300645828247
413,global,th,0.8480406999588013
413,water,th,0.8736289739608765
418,earth,de,0.762453019618988
418,fire,de,0.8159710764884949
418,global,de,0.9999998211860657
418,water,de,0.7522833347320557
420,earth,de,0.7227622270584106
420,fire,de,0.5757058262825012
420,global,de,0.8563457727432251
420,water,de,0.7143007516860962
428,earth,zh,0.8860002756118774
428,fire,zh,0.9129511117935181
428,global,zh,0.9367688894271851
428,water,zh,0.8521807789802551
429,earth,ru,0.8866943120956421
429,fire,ru,0.9024880528450012
429,global,ru,0.5474566221237183
429,water,ru,0.8866943120956421
433,earth,ar,0.9149535298347473
433,fire,ar,0.8942698240280151
433,global,ar,0.9505137205123901
433,water,ar,0.9718694686889648
434,earth,th,0.5805816650390625
434,fire,th,0.7400243878364563
434,global,th,0.7598016262054443
434,water,th,0.663823127746582
436,earth,en,1.000000238418579
436,fire,en,1.000000238418579
436,global,en,1.000000238418579
436,water,en,1.000000238418579
443,earth,ar,0.7030943036079407
443,fire,ar,0.8414843678474426
443,global,ar,0.7825459837913513
443,water,ar,0.7567780017852783
460,earth,th,0.9475904703140259
