sample_id,model,rep,lang1,lang2,similarity
934,global,4,ru,th,0.7486628293991089
934,water,0,ru,th,0.7601917386054993
934,water,1,ru,th,0.7664859294891357
934,water,2,ru,th,0.7914199829101562
934,water,3,ru,th,0.7151967287063599
934,water,4,ru,th,0.7335366010665894
961,earth,2,de,zh,0.7069101333618164
961,earth,3,de,zh,0.7163808345794678
961,earth,4,de,zh,0.7312024235725403
961,fire,0,de,zh,0.7005560398101807
961,fire,1,de,zh,0.7230240106582642
961,fire,4,de,zh,0.6380458474159241
961,global,0,de,zh,0.3175765872001648
961,global,1,de,zh,0.41591161489486694
961,global,2,de,zh,0.4978598356246948
961,global,3,de,zh,0.38087064027786255
961,global,4,de,zh,0.3245856463909149
961,water,0,de,zh,0.7351946830749512
961,water,2,de,zh,0.6591092348098755
990,earth,0,en,th,0.62935870885849
990,earth,1,en,th,0.757722020149231
990,earth,2,en,th,0.5822197794914246
990,earth,3,en,th,0.6451984643936157
990,earth,4,en,th,0.6128997206687927
990,fire,0,en,th,0.6390920877456665
990,fire,1,en,th,0.6115685105323792
990,fire,2,en,th,0.6780372262001038
990,fire,3,en,th,0.7484652400016785
990,fire,4,en,th,0.7294504642486572
990,global,0,en,th,0.6507209539413452
990,global,1,en,th,0.7184123396873474
990,global,2,en,th,0.6540507078170776
990,global,3,en,th,0.6435582041740417
990,global,4,en,th,0.7755889892578125
990,water,0,en,th,0.5119751691818237
990,water,1,en,th,0.5541578531265259
990,water,2,en,th,0.6178811192512512
990,water,3,en,th,0.7558203935623169
990,water,4,en,th,0.7531825304031372
1004,earth,0,de,en,0.45717349648475647
1004,earth,1,de,en,0.4725193679332733
1004,earth,2,de,en,0.6382193565368652
1004,earth,3,de,en,0.6285510063171387
1004,earth,4,de,en,0.6215846538543701
1004,fire,0,de,en,0.6177096962928772
1004,fire,1,de,en,0.4427827000617981
1004,fire,2,de,en,0.5053929090499878
1004,fire,3,de,en,0.623753547668457
1004,fire,4,de,en,0.5263115167617798
1004,global,0,de,en,0.7158987522125244
1004,global,1,de,en,0.6954635381698608
1004,global,2,de,en,0.6359305381774902
1004,global,3,de,en,0.72198486328125
1004,global,4,de,en,0.7244426608085632
1004,water,0,de,en,0.5991331934928894
1004,water,1,de,en,0.6829924583435059
1004,water,2,de,en,0.42269420623779297
1004,water,3,de,en,0.515917181968689
1004,water,4,de,en,0.4331205487251282
1037,earth,0,ar,de,0.4096885025501251
1037,earth,1,ar,de,0.5384215116500854
1037,earth,2,ar,de,0.3748943507671356
1037,earth,3,ar,de,0.8023042678833008
1037,earth,4,ar,de,0.3139618933200836
1037,fire,0,ar,de,0.7855411767959595
1037,fire,1,ar,de,0.7685309648513794
1037,fire,2,ar,de,0.7148376703262329
1037,fire,3,ar,de,0.7387832999229431
1037,fire,4,ar,de,0.5317386388778687
1037,global,0,ar,de,0.6301891803741455
1037,global,1,ar,de,0.25146618485450745
1037,global,2,ar,de,0.35412922501564026
1037,global,3,ar,de,0.2420099377632141
1037,global,4,ar,de,0.5020661354064941
1037,water,0,ar,de,0.7448384165763855
1037,water,1,ar,de,0.3843386173248291
1037,water,2,ar,de,0.7200388312339783
1037,water,3,ar,de,0.6382089257240295
1037,water,4,ar,de,0.7154756784439087
1068,earth,0,en,zh,0.8364359140396118
1068,earth,1,en,zh,0.8940228819847107
1068,earth,2,en,zh,0.8973853588104248
1068,earth,3,en,zh,0.8940228819847107
1068,earth,4,en,zh,0.8940228819847107
1068,fire,0,en,zh,0.8880389928817749
1068,fire,1,en,zh,0.8360409736633301
1068,fire,2,en,zh,0.8940228819847107
1068,fire,3,en,zh,0.8170531988143921
1068,fire,4,en,zh,0.8716151118278503
1068,global,0,en,zh,0.8407186269760132
1068,global,1,en,zh,0.8808536529541016
1068,global,2,en,zh,0.7292394042015076
1068,global,3,en,zh,0.8407186269760132
1068,global,4,en,zh,0.8451565504074097
1068,water,0,en,zh,0.8527304530143738
1068,water,1,en,zh,0.8642197847366333
1068,water,2,en,zh,0.7894198298454285
1068,water,3,en,zh,0.8973853588104248
1068,water,4,en,zh,0.8973853588104248
1069,earth,0,ar,en,0.812358021736145
1069,earth,1,ar,en,0.8990351557731628
1069,earth,2,ar,en,0.8990351557731628
1069,earth,3,ar,en,0.7830764055252075
1069,earth,4,ar,en,0.8440141081809998
1069,fire,0,ar,en,0.9253472089767456
1069,fire,1,ar,en,0.8513295650482178
1069,fire,2,ar,en,0.8310014009475708
1069,fire,3,ar,en,0.8990351557731628
1069,fire,4,ar,en,0.8923169374465942
1069,global,0,ar,en,0.4653414189815521
1069,global,1,ar,en,0.4598233699798584
1069,global,2,ar,en,0.47305789589881897
1069,global,3,ar,en,0.4653414189815521
1069,global,4,ar,en,0.4935970902442932
1069,water,0,ar,en,0.8990351557731628
1069,water,1,ar,en,0.8923169374465942
1069,water,2,ar,en,0.8990351557731628
1069,water,3,ar,en,0.8990351557731628
1069,water,4,ar,en,0.832848072052002
1127,earth,0,ar,en,0.8024952411651611
1127,earth,1,ar,en,0.7357335090637207
1127,earth,2,ar,en,0.8834144473075867
1127,earth,3,ar,en,0.8829323053359985
1127,earth,4,ar,en,0.8569051623344421
1127,fire,0,ar,en,0.7570018172264099
1127,fire,1,ar,en,0.7416739463806152
1127,fire,2,ar,en,0.7470400333404541
1127,fire,3,ar,en,0.7640323042869568
1127,fire,4,ar,en,0.7148326635360718
1127,global,0,ar,en,0.8548255562782288
1127,global,1,ar,en,0.8274012804031372
1127,global,2,ar,en,0.8274012804031372
1127,global,3,ar,en,0.8250524997711182
1127,global,4,ar,en,0.8243020176887512
1127,water,0,ar,en,0.8311617970466614
1127,water,1,ar,en,0.8569051623344421
1127,water,2,ar,en,0.8024952411651611
1127,water,3,ar,en,0.8517720699310303
1127,water,4,ar,en,0.8410289883613586
1130,earth,0,en,th,0.6931037902832031
1130,earth,2,en,th,0.8162174224853516
1130,earth,3,en,th,0.7608714699745178
1130,fire,0,en,th,0.8104711771011353
1130,fire,1,en,th,0.770903468132019
1130,fire,2,en,th,0.7707828283309937
1130,fire,3,en,th,0.7480688095092773
1130,fire,4,en,th,0.8086138963699341
1130,global,0,en,th,0.571983814239502
1130,global,1,en,th,0.6424733400344849
1130,global,2,en,th,0.6342677474021912
1130,global,3,en,th,0.6104254722595215
1130,global,4,en,th,0.5543073415756226
1130,water,0,en,th,0.8089861869812012
1130,water,1,en,th,0.817764163017273
1130,water,2,en,th,0.7864797115325928
1130,water,3,en,th,0.6825183629989624
1130,water,4,en,th,0.7125831842422485
1179,earth,0,en,ru,0.5301095247268677
1179,earth,0,en,th,0.6139328479766846
1179,earth,0,ru,th,0.48222869634628296
1179,earth,1,en,ru,0.5247136950492859
1179,earth,1,en,th,0.7435644865036011
1179,earth,1,ru,th,0.6294350624084473
1179,earth,2,en,ru,0.5454138517379761
1179,earth,2,en,th,0.5860439538955688
1179,earth,2,ru,th,0.5948557257652283
1179,earth,3,en,ru,0.5564067959785461
1179,earth,3,en,th,0.5181905627250671
1179,earth,3,ru,th,0.46784070134162903
1179,earth,4,en,ru,0.44103386998176575
1179,earth,4,en,th,0.5727486610412598
1179,earth,4,ru,th,0.5158028602600098
1179,fire,0,en,ru,0.3806392550468445
1179,fire,0,en,th,0.6563297510147095
1179,fire,0,ru,th,0.4688551425933838
1179,fire,1,en,ru,0.6270610690116882
1179,fire,1,en,th,0.6569012403488159
1179,fire,1,ru,th,0.5093808174133301
1179,fire,2,en,ru,0.3746364116668701
1179,fire,2,en,th,0.6906838417053223
1179,fire,2,ru,th,0.34904444217681885
1179,fire,3,en,ru,0.5468475818634033
1179,fire,3,en,th,0.6281296014785767
1179,fire,3,ru,th,0.5653030276298523
1179,fire,4,en,ru,0.5134084224700928
1179,fire,4,en,th,0.7817856073379517
1179,fire,4,ru,th,0.61302649974823
1179,global,0,en,ru,0.5502261519432068
1179,global,0,en,th,0.7143222689628601
1179,global,0,ru,th,0.5510320663452148
1179,global,1,en,ru,0.5129626989364624
1179,global,1,en,th,0.5198002457618713
1179,global,1,ru,th,0.536494255065918
1179,global,2,en,ru,0.5829979777336121
1179,global,2,en,th,0.6871761083602905
1179,global,2,ru,th,0.5818117260932922
1179,global,3,en,ru,0.5451173782348633
1179,global,3,en,th,0.5288416147232056
1179,global,3,ru,th,0.46582236886024475
1179,global,4,en,ru,0.49403536319732666
1179,global,4,en,th,0.6801092624664307
1179,global,4,ru,th,0.3914873003959656
1179,water,0,en,ru,0.40389078855514526
1179,water,0,en,th,0.50238037109375
1179,water,0,ru,th,0.6092510223388672
1179,water,1,en,ru,0.641501247882843
1179,water,1,en,th,0.6099401712417603
1179,water,1,ru,th,0.6144760847091675
1179,water,2,en,ru,0.615877091884613
1179,water,2,en,th,0.5928393602371216
1179,water,2,ru,th,0.7765464782714844
1179,water,3,en,ru,0.49824297428131104
1179,water,3,en,th,0.6597753763198853
1179,water,3,ru,th,0.4436687231063843
1179,water,4,en,ru,0.5230354070663452
1179,water,4,en,th,0.527377724647522
1179,water,4,ru,th,0.6702570915222168
1262,earth,0,en,zh,0.44183585047721863
1262,earth,1,en,zh,0.47244203090667725
1262,earth,2,en,zh,0.7048974633216858
1262,earth,3,en,zh,0.530275285243988
1262,earth,4,en,zh,0.6067286729812622
1262,fire,0,en,zh,0.48228925466537476
1262,fire,1,en,zh,0.5083643198013306
1262,fire,2,en,zh,0.5136114954948425
1262,fire,3,en,zh,0.6752008199691772
1262,fire,4,en,zh,0.5536968111991882
1262,global,0,en,zh,0.5932047367095947
1262,global,1,en,zh,0.749903678894043
1262,global,2,en,zh,0.5850442051887512
1262,global,3,en,zh,0.6061743497848511
1262,global,4,en,zh,0.6320409178733826
1262,water,0,en,zh,0.38224512338638306
1262,water,1,en,zh,0.6456342935562134
1262,water,2,en,zh,0.5152260065078735
1262,water,3,en,zh,0.6230393648147583
1262,water,4,en,zh,0.5313001275062561
1289,earth,0,ar,en,0.3806777000427246
1289,earth,1,ar,en,0.3806777000427246
1289,earth,2,ar,en,0.2782091498374939
1289,earth,3,ar,en,0.2782091498374939
1289,earth,4,ar,en,0.3332121968269348
1289,fire,0,ar,en,0.3332121968269348
1289,fire,1,ar,en,0.3332121968269348
1289,fire,2,ar,en,0.3332121968269348
1289,fire,3,ar,en,0.19890746474266052
1289,fire,4,ar,en,0.3332121968269348
1289,global,0,ar,en,0.3570394515991211
1289,global,1,ar,en,0.3570394515991211
1289,global,2,ar,en,0.3570394515991211
1289,global,3,ar,en,0.3570394515991211
1289,global,4,ar,en,0.3570394515991211
1289,water,0,ar,en,0.3806777000427246
1289,water,1,ar,en,0.3332121968269348
1289,water,2,ar,en,0.3332121968269348
1289,water,3,ar,en,0.3332121968269348
1289,water,4,ar,en,0.3332121968269348
1377,earth,0,en,zh,0.3456425666809082
1377,earth,1,en,zh,0.5037120580673218
1377,earth,2,en,zh,0.5071926712989807
1377,earth,3,en,zh,0.40970295667648315
1377,earth,4,en,zh,0.31233564019203186
1377,fire,0,en,zh,0.5212643146514893
1377,fire,1,en,zh,0.39179643988609314
1377,fire,2,en,zh,0.5385339260101318
1377,fire,3,en,zh,0.4318859875202179
1377,fire,4,en,zh,0.5260918140411377
1377,global,0,en,zh,0.5322686433792114
1377,global,1,en,zh,0.5163439512252808
1377,global,2,en,zh,0.528817355632782
1377,global,3,en,zh,0.5641942620277405
1377,global,4,en,zh,0.5530327558517456
1377,water,0,en,zh,0.4350426197052002
1377,water,1,en,zh,0.3433009386062622
1377,water,2,en,zh,0.24688489735126495
1377,water,3,en,zh,0.3799324631690979
1377,water,4,en,zh,0.2314322292804718
1451,earth,0,ar,de,0.6957072019577026
1451,earth,1,ar,de,0.6957072019577026
1451,earth,2,ar,de,0.6547739505767822
1451,earth,3,ar,de,0.6547739505767822
1451,earth,4,ar,de,0.6957072019577026
1451,fire,0,ar,de,0.6547739505767822
1451,fire,1,ar,de,0.6547739505767822
1451,fire,2,ar,de,0.6547739505767822
1451,fire,3,ar,de,0.6547739505767822
1451,fire,4,ar,de,0.6547739505767822
1451,global,0,ar,de,0.7493811845779419
1451,global,1,ar,de,0.9392514228820801
1451,global,2,ar,de,0.9392514228820801
1451,global,3,ar,de,0.9392514228820801
1451,global,4,ar,de,0.9391579627990723
1451,water,0,ar,de,0.759394645690918
1451,water,1,ar,de,0.6957072019577026
1451,water,2,ar,de,0.6957072019577026
1451,water,3,ar,de,0.6957072019577026
1451,water,4,ar,de,0.44073233008384705
1509,earth,0,ar,de,0.5017960071563721
