sample_id,model,rep,lang1,lang2,similarity
1509,earth,1,ar,de,0.41404178738594055
1509,earth,2,ar,de,0.3617578446865082
1509,earth,3,ar,de,0.4598018527030945
1509,earth,4,ar,de,0.4360138177871704
1509,fire,0,ar,de,0.41601336002349854
1509,fire,1,ar,de,0.49820607900619507
1509,fire,2,ar,de,0.3966306447982788
1509,fire,3,ar,de,0.46870478987693787
1509,fire,4,ar,de,0.4152994155883789
1509,global,0,ar,de,0.3763922154903412
1509,global,1,ar,de,0.39432305097579956
1509,global,2,ar,de,0.3780590295791626
1509,global,3,ar,de,0.46339255571365356
1509,global,4,ar,de,0.41084226965904236
1509,water,0,ar,de,0.4641551375389099
1509,water,1,ar,de,0.39189833402633667
1509,water,2,ar,de,0.39943909645080566
1509,water,3,ar,de,0.3864380717277527
1509,water,4,ar,de,0.5512899160385132
1540,earth,0,ar,en,0.5036587715148926
1540,earth,1,ar,en,0.7245283722877502
1540,earth,2,ar,en,0.6788169145584106
1540,earth,3,ar,en,0.6798834800720215
1540,earth,4,ar,en,0.5307891964912415
1540,fire,1,ar,en,0.7339426279067993
1540,fire,2,ar,en,0.7170560359954834
1540,fire,3,ar,en,0.7391440868377686
1540,fire,4,ar,en,0.4836801290512085
1540,global,0,ar,en,0.6722374558448792
1540,global,1,ar,en,0.7014142870903015
1540,global,2,ar,en,0.7068392038345337
1540,global,3,ar,en,0.7183599472045898
1540,global,4,ar,en,0.7378524541854858
1540,water,1,ar,en,0.6958938241004944
1540,water,2,ar,en,0.5254840850830078
1540,water,3,ar,en,0.758663535118103
1540,water,4,ar,en,0.7747764587402344
1552,earth,0,de,th,0.6513882875442505
1552,earth,1,de,th,0.702566921710968
1552,earth,2,de,th,0.6671355962753296
1552,earth,3,de,th,0.8942762017250061
1552,earth,4,de,th,0.6513222455978394
1552,fire,0,de,th,0.7250901460647583
1552,fire,1,de,th,0.7699016332626343
1552,fire,2,de,th,0.8484412431716919
1552,fire,3,de,th,0.7410404682159424
1552,fire,4,de,th,0.6148375272750854
1552,global,0,de,th,0.5384316444396973
1552,global,1,de,th,0.5893455743789673
1552,global,2,de,th,0.6210466027259827
1552,global,3,de,th,0.5047289133071899
1552,global,4,de,th,0.5893455743789673
1552,water,0,de,th,0.697956383228302
1552,water,1,de,th,0.8263925313949585
1552,water,2,de,th,0.6536014676094055
1552,water,3,de,th,0.7429071664810181
1552,water,4,de,th,0.8130936026573181
1678,earth,0,de,ru,0.5494306087493896
1678,earth,3,de,ru,0.543927013874054
1678,earth,4,de,ru,0.6636015176773071
1678,fire,4,de,ru,0.6752331256866455
1678,global,0,de,ru,0.6076918840408325
1678,global,1,de,ru,0.6353175640106201
1678,global,2,de,ru,0.6920126676559448
1678,global,3,de,ru,0.5662204027175903
1678,global,4,de,ru,0.5579601526260376
1678,water,0,de,ru,0.6901251673698425
1678,water,1,de,ru,0.54646235704422
1678,water,2,de,ru,0.6666863560676575
1678,water,3,de,ru,0.6615580320358276
1678,water,4,de,ru,0.5728408098220825
1780,earth,1,de,th,0.41809743642807007
1780,earth,2,de,th,0.546839714050293
1780,earth,3,de,th,0.5388791561126709
1780,earth,4,de,th,0.3984143137931824
1780,fire,0,de,th,0.443042129278183
1780,fire,1,de,th,0.5002499222755432
1780,fire,2,de,th,0.48581355810165405
1780,fire,3,de,th,0.5029253363609314
1780,fire,4,de,th,0.446645051240921
1780,global,0,de,th,0.3775732219219208
1780,global,1,de,th,0.37847399711608887
1780,global,2,de,th,0.4668334722518921
1780,global,3,de,th,0.5278684496879578
1780,global,4,de,th,0.5184412598609924
1780,water,0,de,th,0.4812709093093872
1780,water,1,de,th,0.5207450985908508
1780,water,2,de,th,0.4669169783592224
1780,water,3,de,th,0.4599264860153198
1780,water,4,de,th,0.5342993140220642
1792,earth,0,de,ru,0.9504720568656921
1792,earth,1,de,ru,0.9473323822021484
1792,earth,2,de,ru,0.9473323822021484
1792,earth,3,de,ru,0.9504720568656921
1792,earth,4,de,ru,0.9473323822021484
1792,fire,0,de,ru,0.9034616947174072
1792,fire,1,de,ru,0.9446017146110535
1792,fire,2,de,ru,0.9164114594459534
1792,fire,3,de,ru,0.9413533806800842
1792,fire,4,de,ru,0.9473323822021484
1792,global,0,de,ru,0.9635952115058899
1792,global,1,de,ru,0.9611353278160095
1792,global,2,de,ru,0.9611353278160095
1792,global,3,de,ru,0.9490114450454712
1792,global,4,de,ru,0.9619355797767639
1792,water,0,de,ru,0.9473323822021484
1792,water,1,de,ru,0.9344975352287292
1792,water,2,de,ru,0.9439629316329956
1792,water,3,de,ru,0.9236818552017212
1792,water,4,de,ru,0.9504720568656921
1869,earth,0,en,th,0.6552977561950684
1869,earth,1,en,th,0.5639733076095581
1869,earth,2,en,th,0.6395269632339478
1869,earth,3,en,th,0.6570463180541992
1869,earth,4,en,th,0.6572599411010742
1869,fire,0,en,th,0.683178186416626
1869,fire,1,en,th,0.5807017683982849
1869,fire,2,en,th,0.7008196115493774
1869,fire,3,en,th,0.7230207324028015
1869,fire,4,en,th,0.7230093479156494
1869,global,0,en,th,0.5578079223632812
1869,global,1,en,th,0.5578079223632812
1869,global,2,en,th,0.4527226686477661
1869,global,3,en,th,0.5759124755859375
1869,global,4,en,th,0.5001533627510071
1869,water,0,en,th,0.6531739234924316
1869,water,1,en,th,0.6608000993728638
1869,water,2,en,th,0.7404960989952087
1869,water,3,en,th,0.6570463180541992
1869,water,4,en,th,0.6683398485183716
1913,earth,0,de,th,0.709065318107605
1913,earth,1,de,th,0.6380392909049988
1913,earth,2,de,th,0.6679019927978516
1913,earth,3,de,th,0.6874063611030579
1913,earth,4,de,th,0.70269775390625
1913,fire,0,de,th,0.6900236010551453
1913,fire,1,de,th,0.6736468076705933
1913,fire,2,de,th,0.7096481323242188
1913,fire,3,de,th,0.627408504486084
1913,fire,4,de,th,0.5900350213050842
1913,global,0,de,th,0.7696448564529419
1913,global,1,de,th,0.673321008682251
1913,global,2,de,th,0.7352982759475708
1913,global,3,de,th,0.6691929697990417
1913,global,4,de,th,0.6755466461181641
1913,water,0,de,th,0.7591537237167358
1913,water,1,de,th,0.692699670791626
1913,water,2,de,th,0.6636690497398376
1913,water,3,de,th,0.5536212921142578
1913,water,4,de,th,0.692164957523346
1981,earth,0,ar,ru,0.7119933366775513
1981,earth,1,ar,ru,0.6423393487930298
1981,earth,2,ar,ru,0.7651435732841492
1981,earth,3,ar,ru,0.7533040642738342
1981,earth,4,ar,ru,0.739723801612854
1981,fire,0,ar,ru,0.6837483644485474
1981,fire,1,ar,ru,0.7394935488700867
1981,fire,2,ar,ru,0.7418187260627747
1981,fire,3,ar,ru,0.7390695214271545
1981,fire,4,ar,ru,0.7308815121650696
1981,global,0,ar,ru,0.7969259023666382
1981,global,1,ar,ru,0.7154371738433838
1981,global,2,ar,ru,0.5253059267997742
1981,global,3,ar,ru,0.7433724999427795
1981,global,4,ar,ru,0.7184457778930664
1981,water,0,ar,ru,0.7185401916503906
1981,water,1,ar,ru,0.7555181980133057
1981,water,2,ar,ru,0.6611235737800598
1981,water,3,ar,ru,0.7245298624038696
1981,water,4,ar,ru,0.797172486782074
1993,earth,0,ru,zh,0.7013486623764038
1993,earth,1,ru,zh,0.7221094369888306
1993,earth,2,ru,zh,0.6183534860610962
1993,earth,3,ru,zh,0.5384328365325928
1993,earth,4,ru,zh,0.6141010522842407
1993,fire,0,ru,zh,0.6722500324249268
1993,fire,2,ru,zh,0.6224591732025146
1993,fire,3,ru,zh,0.5831436514854431
1993,fire,4,ru,zh,0.5788832902908325
1993,global,0,ru,zh,0.7253361344337463
1993,global,1,ru,zh,0.6292886734008789
1993,global,2,ru,zh,0.7194679975509644
1993,global,3,ru,zh,0.6641618013381958
1993,global,4,ru,zh,0.22218583524227142
1993,water,0,ru,zh,0.5088750123977661
1993,water,1,ru,zh,0.5019317865371704
1993,water,2,ru,zh,0.6082531213760376
1993,water,3,ru,zh,0.6790723204612732
1993,water,4,ru,zh,0.6967089176177979
2113,earth,0,ar,en,0.6186776161193848
2113,earth,0,ar,th,0.5175962448120117
2113,earth,0,en,th,0.7345738410949707
2113,earth,1,ar,en,0.6317077279090881
2113,earth,1,ar,th,0.6886270642280579
2113,earth,1,en,th,0.7972507476806641
2113,earth,2,ar,en,0.587632417678833
2113,earth,2,ar,th,0.680472731590271
2113,earth,2,en,th,0.7775009870529175
2113,earth,3,ar,en,0.5617636442184448
2113,earth,3,ar,th,0.6329973936080933
2113,earth,3,en,th,0.7577465176582336
2113,earth,4,ar,en,0.5581004619598389
2113,earth,4,ar,th,0.47278520464897156
2113,earth,4,en,th,0.7995920777320862
2113,fire,0,ar,en,0.6408267617225647
2113,fire,0,ar,th,0.5913107395172119
2113,fire,0,en,th,0.7367252111434937
2113,fire,1,ar,en,0.5525219440460205
2113,fire,1,ar,th,0.5372929573059082
2113,fire,1,en,th,0.7752947807312012
2113,fire,2,ar,en,0.5563101172447205
2113,fire,2,ar,th,0.6237795352935791
2113,fire,2,en,th,0.7874170541763306
2113,fire,3,ar,en,0.5973949432373047
2113,fire,3,ar,th,0.6874259114265442
2113,fire,3,en,th,0.7667075991630554
2113,fire,4,ar,en,0.5192723274230957
2113,fire,4,ar,th,0.6047183275222778
2113,fire,4,en,th,0.8178393244743347
2113,global,0,ar,en,0.6399892568588257
2113,global,0,ar,th,0.7289291024208069
2113,global,0,en,th,0.7275997996330261
2113,global,1,ar,en,0.5635470151901245
2113,global,1,ar,th,0.7000542879104614
2113,global,1,en,th,0.5616140365600586
2113,global,2,ar,en,0.643476128578186
2113,global,2,ar,th,0.7252377867698669
2113,global,2,en,th,0.7451523542404175
2113,global,3,ar,en,0.4853377342224121
2113,global,3,ar,th,0.5420242547988892
2113,global,3,en,th,0.7253955602645874
2113,global,4,ar,en,0.5915244817733765
2113,global,4,ar,th,0.7082531452178955
2113,global,4,en,th,0.5436908006668091
2113,water,0,ar,en,0.4557100534439087
2113,water,0,ar,th,0.5300683975219727
2113,water,0,en,th,0.7261896133422852
2113,water,1,ar,en,0.6299088597297668
2113,water,1,ar,th,0.6814443469047546
2113,water,1,en,th,0.805493950843811
2113,water,2,ar,en,0.5934305787086487
2113,water,2,ar,th,0.6847244501113892
2113,water,2,en,th,0.7965138554573059
2113,water,3,ar,en,0.6163648366928101
2113,water,3,ar,th,0.6967207789421082
2113,water,3,en,th,0.833785891532898
2113,water,4,ar,en,0.6043623089790344
2113,water,4,ar,th,0.6524226665496826
2113,water,4,en,th,0.7559810280799866
2122,earth,0,ru,zh,0.8177212476730347
2122,earth,1,ru,zh,0.9111374020576477
2122,earth,2,ru,zh,0.8271697759628296
2122,earth,3,ru,zh,0.8768049478530884
2122,earth,4,ru,zh,0.8976665735244751
2122,fire,0,ru,zh,0.9208317995071411
2122,fire,1,ru,zh,0.9144420623779297
2122,fire,2,ru,zh,0.8789039850234985
2122,fire,3,ru,zh,0.8919934034347534
2122,fire,4,ru,zh,0.885287880897522
2122,global,0,ru,zh,0.8445289134979248
2122,global,1,ru,zh,0.8746076822280884
2122,global,2,ru,zh,0.8493993878364563
2122,global,3,ru,zh,0.8902525901794434
2122,global,4,ru,zh,0.903878927230835
2122,water,0,ru,zh,0.8591609597206116
2122,water,1,ru,zh,0.8867447972297668
2122,water,2,ru,zh,0.9000537991523743
2122,water,3,ru,zh,0.8762252330780029
2122,water,4,ru,zh,0.8853663802146912
2139,earth,0,ru,th,0.4240387976169586
2139,earth,1,ru,th,1.0000001192092896
2139,earth,2,ru,th,1.0000001192092896
2139,earth,3,ru,th,0.4265357553958893
2139,earth,4,ru,th,1.0000001192092896
2139,fire,0,ru,th,0.4240387976169586
2139,fire,1,ru,th,0.4265357553958893
2139,fire,2,ru,th,0.4265357553958893
2139,fire,3,ru,th,0.4265357553958893
2139,fire,4,ru,th,0.4265357553958893
2139,global,0,ru,th,0.4221881330013275
2139,global,1,ru,th,0.442660391330719
2139,global,2,ru,th,0.442660391330719
2139,global,3,ru,th,1.0
2139,global,4,ru,th,1.0
2139,water,0,ru,th,0.4240387976169586
2139,water,1,ru,th,0.4265357553958893
2139,water,2,ru,th,0.4240387976169586
2139,water,3,ru,th,0.4240387976169586
2139,water,4,ru,th,1.0000001192092896
2151,fire,1,ar,ru,0.447810560464859
2151,fire,2,ar,ru,0.447810560464859
2151,fire,3,ar,ru,0.447810560464859
2151,fire,4,ar,ru,0.447810560464859
2151,global,0,ar,ru,0.32465729117393494
2151,global,1,ar,ru,0.22471243143081665
2151,global,2,ar,ru,0.44136881828308105
2151,global,3,ar,ru,0.2288132756948471
2151,global,4,ar,ru,0.3699229061603546
2151,water,0,ar,ru,0.4254176914691925
2151,water,1,ar,ru,0.4198790192604065
2151,water,2,ar,ru,0.4254176914691925
2151,water,3,ar,ru,0.4207399785518646
2151,water,4,ar,ru,0.4198790192604065
2162,earth,0,ar,th,0.8096084594726562
2162,earth,1,ar,th,0.8841298222541809
2162,earth,2,ar,th,0.823982834815979
2162,earth,3,ar,th,0.7709476947784424
2162,earth,4,ar,th,0.7540909051895142
2162,fire,0,ar,th,0.8064243793487549
2162,fire,1,ar,th,0.8173092603683472
2162,fire,2,ar,th,0.807265043258667
2162,fire,3,ar,th,0.7495455741882324
2162,fire,4,ar,th,0.7456997632980347
2162,global,0,ar,th,0.8176642656326294
2162,global,1,ar,th,0.7360711097717285
2162,global,2,ar,th,0.8461963534355164
2162,global,3,ar,th,0.8176642656326294
2162,global,4,ar,th,0.8176642656326294
2162,water,0,ar,th,0.8555835485458374
2162,water,1,ar,th,0.8122714757919312
2162,water,2,ar,th,0.8480846881866455
2162,water,3,ar,th,0.8043472170829773
2162,water,4,ar,th,0.8571748733520508
2206,earth,0,th,zh,0.6697584390640259
2206,earth,1,th,zh,0.6898034811019897
2206,earth,2,th,zh,0.6225594282150269
2206,earth,3,th,zh,0.6970693469047546
2206,earth,4,th,zh,0.5170270204544067
2206,fire,0,th,zh,0.6934807300567627
2206,fire,1,th,zh,0.702337384223938
2206,fire,2,th,zh,0.6671591997146606
2206,fire,3,th,zh,0.7482864856719971
2206,fire,4,th,zh,0.6889517307281494
2206,global,0,th,zh,0.7058232426643372
2206,global,1,th,zh,0.6477652192115784
2206,global,2,th,zh,0.7830281257629395
2206,global,3,th,zh,0.6970279812812805
2206,global,4,th,zh,0.7244895100593567
2206,water,0,th,zh,0.7082730531692505
2206,water,1,th,zh,0.7362774610519409
2206,water,2,th,zh,0.6747360229492188
2206,water,3,th,zh,0.6723107099533081
2206,water,4,th,zh,0.630081295967102
2234,earth,0,ar,zh,0.7004538178443909
2234,earth,1,ar,zh,0.7004538178443909
2234,earth,2,ar,zh,0.7004538178443909
2234,earth,3,ar,zh,0.7004538178443909
2234,earth,4,ar,zh,0.7082276344299316
2234,fire,0,ar,zh,0.8832347393035889
2234,fire,1,ar,zh,0.6978504657745361
2234,fire,2,ar,zh,0.691950798034668
2234,fire,3,ar,zh,0.8867708444595337
2234,fire,4,ar,zh,0.8837953805923462
2234,global,0,ar,zh,0.682076096534729
2234,global,1,ar,zh,0.4624063968658447
2234,global,2,ar,zh,0.4624063968658447
2234,global,3,ar,zh,0.4624063968658447
2234,global,4,ar,zh,0.4624063968658447
2234,water,0,ar,zh,0.7004538178443909
2234,water,1,ar,zh,0.7004538178443909
2234,water,2,ar,zh,0.7004538178443909
2234,water,3,ar,zh,0.7004538178443909
2234,water,4,ar,zh,0.6897154450416565
2310,earth,0,ar,en,0.555243730545044
2310,earth,1,ar,en,0.6507371664047241
2310,earth,2,ar,en,0.610880434513092
2310,earth,3,ar,en,0.6680986881256104
2310,earth,4,ar,en,0.49794065952301025
2310,fire,0,ar,en,0.6240401268005371
2310,fire,1,ar,en,0.5874589681625366
2310,fire,2,ar,en,0.6149762868881226
2310,fire,3,ar,en,0.543893575668335
2310,fire,4,ar,en,0.5827484130859375
2310,global,0,ar,en,0.6366803646087646
2310,global,1,ar,en,0.6199401021003723
2310,global,2,ar,en,0.5835975408554077
2310,global,3,ar,en,0.6345138549804688
2310,global,4,ar,en,0.636709988117218
2310,water,0,ar,en,0.5312947034835815
2310,water,1,ar,en,0.6167087554931641
2310,water,2,ar,en,0.6331555843353271
2310,water,3,ar,en,0.613822340965271
2310,water,4,ar,en,0.5794944763183594
2364,earth,0,th,zh,0.8974990844726562
2364,earth,1,th,zh,0.887930691242218
2364,earth,2,th,zh,0.7903884649276733
2364,earth,3,th,zh,0.888195812702179
2364,earth,4,th,zh,0.7728884816169739
2364,fire,0,th,zh,0.8219025135040283
2364,fire,1,th,zh,0.8806426525115967
2364,fire,2,th,zh,0.8702555298805237
2364,fire,3,th,zh,0.892740786075592
2364,fire,4,th,zh,0.8791225552558899
2364,global,0,th,zh,0.9129811525344849
2364,global,1,th,zh,0.8995830416679382
2364,global,2,th,zh,0.8746651411056519
2364,global,3,th,zh,0.8813787698745728
2364,global,4,th,zh,0.8452818393707275
2364,water,0,th,zh,0.7660849094390869
2364,water,1,th,zh,0.7748504281044006
2364,water,2,th,zh,0.8374483585357666
2364,water,3,th,zh,0.873737096786499
2364,water,4,th,zh,0.8441593647003174
2372,earth,0,ar,ru,0.39536070823669434
2372,earth,1,ar,ru,0.3256331980228424
2372,earth,2,ar,ru,0.1965174674987793
2372,earth,3,ar,ru,0.2924579083919525
2372,earth,4,ar,ru,0.3275648355484009
2372,fire,0,ar,ru,0.3569778501987457
2372,fire,1,ar,ru,0.3400079607963562
2372,fire,2,ar,ru,0.34299126267433167
2372,fire,3,ar,ru,0.34688228368759155
2372,fire,4,ar,ru,0.3387680649757385
2372,global,0,ar,ru,0.5257390737533569
2372,global,1,ar,ru,0.34624752402305603
2372,global,2,ar,ru,0.3397074341773987
2372,global,3,ar,ru,0.4078919291496277
2372,global,4,ar,ru,0.3889893889427185
2372,water,0,ar,ru,0.34793034195899963
2372,water,1,ar,ru,0.3072053790092468
2372,water,2,ar,ru,0.3517191410064697
2372,water,3,ar,ru,0.30445295572280884
2372,water,4,ar,ru,0.3165281414985657
2499,earth,0,ar,de,0.3621235489845276
2499,earth,0,ar,zh,0.24923068284988403
2499,earth,0,de,zh,0.8269029855728149
2499,earth,1,ar,de,0.3729093670845032
2499,earth,1,ar,zh,0.3105905055999756
2499,earth,1,de,zh,0.8506872653961182
2499,earth,2,ar,de,0.2975587546825409
2499,earth,2,ar,zh,0.3661012649536133
2499,earth,2,de,zh,0.7944632172584534
2499,earth,3,ar,de,0.2841079831123352
2499,earth,3,ar,zh,0.39436963200569153
2499,earth,3,de,zh,0.836531400680542
2499,earth,4,ar,de,0.406441330909729
2499,earth,4,ar,zh,0.4709065854549408
2499,earth,4,de,zh,0.6861883401870728
2499,fire,0,ar,de,0.3991749882698059
2499,fire,0,ar,zh,0.3955018222332001
2499,fire,0,de,zh,0.8304755091667175
2499,fire,1,ar,de,0.44248539209365845
2499,fire,1,ar,zh,0.36228442192077637
2499,fire,1,de,zh,0.8147069215774536
2499,fire,2,ar,de,0.4549626111984253
2499,fire,2,ar,zh,0.5174248814582825
2499,fire,2,de,zh,0.79868483543396
2499,fire,3,ar,de,0.2604864835739136
2499,fire,3,ar,zh,0.3401585817337036
2499,fire,3,de,zh,0.8534031510353088
2499,fire,4,ar,de,0.41612952947616577
2499,fire,4,ar,zh,0.4229450821876526
2499,fire,4,de,zh,0.8130309581756592
2499,global,0,ar,de,0.4247802495956421
2499,global,0,ar,zh,0.24726204574108124
2499,global,0,de,zh,0.6828290820121765
2499,global,1,ar,de,0.23431971669197083
2499,global,1,ar,zh,0.15543586015701294
2499,global,1,de,zh,0.7301594018936157
2499,global,2,ar,de,0.3067987859249115
2499,global,2,ar,zh,0.2648637592792511
2499,global,2,de,zh,0.8867822289466858
2499,global,3,ar,de,0.20692381262779236
2499,global,3,ar,zh,0.15037448704242706
2499,global,3,de,zh,0.8071634769439697
2499,global,4,ar,de,0.44277700781822205
2499,global,4,ar,zh,0.28131985664367676
2499,global,4,de,zh,0.7661842107772827
2499,water,0,ar,de,0.4163944125175476
2499,water,0,ar,zh,0.5718612670898438
2499,water,0,de,zh,0.6415630578994751
2499,water,1,ar,de,0.35990089178085327
2499,water,1,ar,zh,0.354425311088562
2499,water,1,de,zh,0.7341963052749634
2499,water,2,ar,de,0.3604682385921478
2499,water,2,ar,zh,0.32042714953422546
2499,water,2,de,zh,0.8121488094329834
2499,water,3,ar,de,0.364047646522522
2499,water,3,ar,zh,0.34466734528541565
2499,water,3,de,zh,0.8935054540634155
2499,water,4,ar,de,0.45985832810401917
2499,water,4,ar,zh,0.4641227424144745
2499,water,4,de,zh,0.8379942774772644
2504,earth,0,ar,th,0.5091755390167236
2504,earth,2,ar,th,0.5591155290603638
2504,earth,3,ar,th,0.53395676612854
2504,earth,4,ar,th,0.5684558153152466
2504,fire,1,ar,th,0.6271733045578003
2504,fire,2,ar,th,0.5854079127311707
2504,fire,3,ar,th,0.5547137260437012
2504,global,0,ar,th,0.6654128432273865
2504,global,1,ar,th,0.6867800951004028
2504,global,2,ar,th,0.8642928600311279
2504,global,3,ar,th,0.6533344984054565
2504,global,4,ar,th,0.7370667457580566
2504,water,0,ar,th,0.524138331413269
2504,water,1,ar,th,0.5286717414855957
2504,water,2,ar,th,0.6292043328285217
2504,water,4,ar,th,0.6303352117538452
2521,earth,0,ar,de,0.6870361566543579
2521,earth,1,ar,de,0.6717975735664368
2521,earth,2,ar,de,0.666462779045105
2521,earth,3,ar,de,0.6939966678619385
2521,earth,4,ar,de,0.6806920766830444
2521,fire,0,ar,de,0.7047855257987976
2521,fire,1,ar,de,0.6908571124076843
2521,fire,2,ar,de,0.696304440498352
2521,fire,3,ar,de,0.6760113835334778
2521,fire,4,ar,de,0.6908571124076843
2521,global,0,ar,de,0.7265236973762512
2521,global,1,ar,de,0.7081694602966309
2521,global,2,ar,de,0.7222842574119568
2521,global,3,ar,de,0.7222842574119568
2521,global,4,ar,de,0.7265236973762512
2521,water,0,ar,de,0.6950087547302246
2521,water,1,ar,de,0.6845421195030212
2521,water,2,ar,de,0.6806920766830444
2521,water,3,ar,de,0.69136643409729
2521,water,4,ar,de,0.6675464510917664
2523,earth,0,ar,th,0.5422061681747437
2523,earth,2,ar,th,0.46847501397132874
2523,earth,3,ar,th,0.5752795934677124
2523,earth,4,ar,th,0.4276333451271057
2523,global,0,ar,th,0.669292688369751
2523,global,1,ar,th,0.6919870972633362
2523,global,2,ar,th,0.6818953156471252
2523,global,3,ar,th,0.6968084573745728
2523,global,4,ar,th,0.6269335746765137
2523,water,3,ar,th,0.571897566318512
2523,water,4,ar,th,0.5370364189147949
2609,earth,0,ru,th,0.7112377285957336
2609,earth,1,ru,th,0.7906866073608398
2609,earth,2,ru,th,0.7392429113388062
2609,earth,3,ru,th,0.7735558152198792
2609,earth,4,ru,th,0.8376798629760742
2609,fire,0,ru,th,0.7537027597427368
2609,fire,1,ru,th,0.8159326314926147
2609,fire,2,ru,th,0.7747162580490112
2609,fire,3,ru,th,0.7857266664505005
2609,fire,4,ru,th,0.8331594467163086
2609,global,0,ru,th,0.837948203086853
2609,global,1,ru,th,0.75046706199646
2609,global,2,ru,th,0.773622989654541
2609,global,3,ru,th,0.7646405696868896
2609,global,4,ru,th,0.7228279113769531
2609,water,0,ru,th,0.8075323104858398
2609,water,1,ru,th,0.8429265022277832
2609,water,2,ru,th,0.8008837699890137
2609,water,3,ru,th,0.8336557149887085
2609,water,4,ru,th,0.858820915222168
2618,earth,0,en,zh,0.7777247428894043
2618,earth,1,en,zh,0.3936540484428406
2618,earth,2,en,zh,0.7512906193733215
2618,earth,3,en,zh,0.434050053358078
2618,earth,4,en,zh,0.46194279193878174
2618,fire,0,en,zh,0.7667027711868286
2618,fire,1,en,zh,0.7699334621429443
2618,fire,2,en,zh,0.7907261848449707
2618,fire,3,en,zh,0.7907261848449707
2618,fire,4,en,zh,0.8011939525604248
2618,global,0,en,zh,0.6020684242248535
2618,global,1,en,zh,0.6810076832771301
2618,global,2,en,zh,0.6738623976707458
2618,global,3,en,zh,0.6994585990905762
2618,global,4,en,zh,0.673432469367981
2618,water,0,en,zh,0.7513033151626587
2618,water,1,en,zh,0.7943660020828247
2618,water,2,en,zh,0.5044854879379272
2618,water,3,en,zh,0.7951042652130127
2618,water,4,en,zh,0.5108336806297302
2626,earth,0,ar,ru,0.494472861289978
2626,earth,1,ar,ru,0.5720113515853882
2626,earth,2,ar,ru,0.4961271584033966
2626,earth,3,ar,ru,0.5404181480407715
2626,earth,4,ar,ru,0.5600740313529968
2626,fire,0,ar,ru,0.5610527992248535
2626,fire,1,ar,ru,0.5773585438728333
2626,fire,2,ar,ru,0.4736449718475342
2626,fire,3,ar,ru,0.5345455408096313
2626,fire,4,ar,ru,0.4551031291484833
2626,global,0,ar,ru,0.4313005208969116
2626,global,1,ar,ru,0.41510021686553955
2626,global,2,ar,ru,0.4584052860736847
2626,global,3,ar,ru,0.5221821069717407
2626,global,4,ar,ru,0.5348621606826782
2626,water,0,ar,ru,0.5751022100448608
2626,water,1,ar,ru,0.5155288577079773
2626,water,2,ar,ru,0.5669512152671814
2626,water,3,ar,ru,0.5378519296646118
2626,water,4,ar,ru,0.49806055426597595
2629,earth,0,ar,de,0.7159577012062073
2629,earth,1,ar,de,0.6755337715148926
2629,earth,2,ar,de,0.7974936962127686
2629,earth,3,ar,de,0.5402244925498962
2629,earth,4,ar,de,0.7898127436637878
2629,fire,0,ar,de,0.7681758999824524
2629,fire,1,ar,de,0.6443740129470825
2629,fire,2,ar,de,0.6842688918113708
2629,fire,3,ar,de,0.7387416958808899
2629,fire,4,ar,de,0.6376507878303528
2629,global,0,ar,de,0.6873403787612915
2629,global,1,ar,de,0.7198560237884521
2629,global,2,ar,de,0.8425440788269043
2629,global,3,ar,de,0.640328049659729
2629,global,4,ar,de,0.6987888813018799
2629,water,0,ar,de,0.6961908936500549
2629,water,1,ar,de,0.6683208346366882
2629,water,2,ar,de,0.8099416494369507
2629,water,3,ar,de,0.7340136766433716
2629,water,4,ar,de,0.7667053937911987
2721,earth,0,th,zh,0.8867572546005249
2721,earth,1,th,zh,0.9320642948150635
2721,earth,2,th,zh,0.9058923721313477
2721,earth,3,th,zh,0.9057108163833618
2721,earth,4,th,zh,0.7449524998664856
2721,fire,0,th,zh,0.8573539853096008
2721,fire,1,th,zh,0.8583900928497314
2721,fire,2,th,zh,0.8376528024673462
2721,fire,3,th,zh,0.9028768539428711
2721,fire,4,th,zh,0.807985246181488
2721,global,0,th,zh,0.8220885992050171
2721,global,1,th,zh,0.8902078866958618
2721,global,2,th,zh,0.8422917127609253
2721,global,3,th,zh,0.923353910446167
2721,global,4,th,zh,0.9058376550674438
2721,water,0,th,zh,0.7872429490089417
2721,water,1,th,zh,0.8611062169075012
2721,water,2,th,zh,0.7893035411834717
2721,water,3,th,zh,0.8523837924003601
2721,water,4,th,zh,0.8829052448272705
2848,earth,0,en,zh,0.5494497418403625
2848,earth,2,en,zh,0.6044959425926208
2848,earth,3,en,zh,0.6379446387290955
2848,earth,4,en,zh,0.5986872911453247
2848,fire,2,en,zh,0.5268711447715759
2848,fire,3,en,zh,0.6101630330085754
2848,fire,4,en,zh,0.6710648536682129
2848,global,0,en,zh,0.7242777347564697
2848,global,1,en,zh,0.6155340671539307
2848,global,2,en,zh,0.6294624209403992
2848,global,3,en,zh,0.6016700267791748
2848,global,4,en,zh,0.7789409160614014
2848,water,0,en,zh,0.5987415313720703
2848,water,1,en,zh,0.5826376080513
2848,water,2,en,zh,0.6283845901489258
2848,water,3,en,zh,0.6148258447647095
2848,water,4,en,zh,0.6224605441093445
2867,earth,0,en,ru,0.5195556282997131
2867,earth,1,en,ru,0.549551248550415
2867,earth,2,en,ru,0.5193350911140442
2867,earth,3,en,ru,0.60103440284729
